filename,file,duration,sample_rate,channels,bitrate,file_size,efficient,primary_label
H11_20230510_011500.ogg,H11_20230510_011500,60.0,32000,1,72,476549,whtdov,speowl1
H89_20230520_032500.ogg,H89_20230520_032500,60.0,32000,1,72,481449,roahaw,compot1
H65_20230518_163500.ogg,H65_20230518_163500,60.0,32000,1,72,473523,anhing,rugdov
H77_20230510_032500.ogg,H77_20230510_032500,60.0,32000,1,72,488547,colcha1,speowl1
H74_20230419_185500.ogg,H74_20230419_185500,60.0,32000,1,72,483645,whbman1,speowl1
H02_20230501_142500.ogg,H02_20230501_142500,60.0,32000,1,72,466664,grepot1,blbgra1
H17_20230506_174500.ogg,H17_20230506_174500,60.0,32000,1,72,487049,roahaw,speowl1
H93_20230506_120500.ogg,H93_20230506_120500,60.0,32000,1,72,473768,solsan,speowl1
H98_20230518_055000.ogg,H98_20230518_055000,60.0,32000,1,72,484640,whtdov,pavpig2
H37_20230515_024500.ogg,H37_20230515_024500,60.0,32000,1,72,492216,rubsee1,compot1
H30_20230507_140500.ogg,H30_20230507_140500,60.0,32000,1,72,455641,roahaw,pavpig2
H02_20230426_004500.ogg,H02_20230426_004500,60.0,32000,1,72,490212,roahaw,trsowl
H20_20230420_032000.ogg,H20_20230420_032000,60.0,32000,1,72,479561,roahaw,speowl1
H04_20230513_161500.ogg,H04_20230513_161500,60.0,32000,1,72,460454,roahaw,roahaw
H65_20230422_122000.ogg,H65_20230422_122000,60.0,32000,1,72,464308,banana,whbman1
H28_20230505_222000.ogg,H28_20230505_222000,60.0,32000,1,72,471487,whtdov,compot1
H84_20230507_044500.ogg,H84_20230507_044500,60.0,32000,1,72,496444,trsowl,compot1
H03_20230512_131000.ogg,H03_20230512_131000,60.0,32000,1,72,463296,48124,whbman1
H17_20230421_132500.ogg,H17_20230421_132500,60.0,32000,1,72,481698,compot1,littin1
H30_20230507_040500.ogg,H30_20230507_040500,60.0,32000,1,72,465470,compot1,speowl1
H17_20230506_070000.ogg,H17_20230506_070000,60.0,32000,1,72,472448,grepot1,blbwre1
H99_20230516_025500.ogg,H99_20230516_025500,60.0,32000,1,72,495571,compot1,compot1
H63_20230424_200000.ogg,H63_20230424_200000,60.0,32000,1,72,494857,whtdov,compot1
H67_20230503_032500.ogg,H67_20230503_032500,60.0,32000,1,72,483206,strowl1,compot1
H21_20230514_103000.ogg,H21_20230514_103000,60.0,32000,1,72,453966,roahaw,roahaw
H18_20230513_094000.ogg,H18_20230513_094000,60.0,32000,1,72,455315,roahaw,roahaw
H10_20230502_145000.ogg,H10_20230502_145000,60.0,32000,1,72,457634,strowl1,trokin
H98_20230514_085500.ogg,H98_20230514_085500,60.0,32000,1,72,483337,sobtyr1,compot1
H73_20230428_153000.ogg,H73_20230428_153000,60.0,32000,1,72,458480,strowl1,roahaw
O203_20230517_091500.ogg,O203_20230517_091500,60.0,32000,1,72,478892,saffin,compot1
O201_20230516_145500.ogg,O201_20230516_145500,60.0,32000,1,72,467835,strowl1,roahaw
H12_20230519_110500.ogg,H12_20230519_110500,60.0,32000,1,72,466808,trsowl,compot1
H37_20230424_033500.ogg,H37_20230424_033500,60.0,32000,1,72,485471,compot1,compot1
H03_20230504_160000.ogg,H03_20230504_160000,60.0,32000,1,72,462220,whtdov,roahaw
H90_20230518_153000.ogg,H90_20230518_153000,60.0,32000,1,72,470467,whtdov,bugtan
H83_20230430_085000.ogg,H83_20230430_085000,60.0,32000,1,72,475912,cocwoo1,pavpig2
H20_20230502_111500.ogg,H20_20230502_111500,60.0,32000,1,72,463673,strowl1,blbgra1
H04_20230505_130500.ogg,H04_20230505_130500,60.0,32000,1,72,458136,compau,whtdov
H17_20230503_015500.ogg,H17_20230503_015500,60.0,32000,1,72,486412,whtdov,compot1
H29_20230514_001500.ogg,H29_20230514_001500,60.0,32000,1,72,475644,strowl1,compot1
H09_20230427_195000.ogg,H09_20230427_195000,60.0,32000,1,72,474546,trsowl,speowl1
H06_20230423_211000.ogg,H06_20230423_211000,60.0,32000,1,72,474432,littin1,compau
H88_20230507_081000.ogg,H88_20230507_081000,60.0,32000,1,72,467981,bkmtou1,wbwwre1
H77_20230428_190500.ogg,H77_20230428_190500,60.0,32000,1,72,474032,shghum1,speowl1
H63_20230515_213500.ogg,H63_20230515_213500,60.0,32000,1,72,493203,shghum1,compot1
H28_20230507_172000.ogg,H28_20230507_172000,60.0,32000,1,72,468029,shghum1,gohman1
H74_20230420_201500.ogg,H74_20230420_201500,60.0,32000,1,72,484694,shghum1,517119
H20_20230505_193000.ogg,H20_20230505_193000,60.0,32000,1,72,476639,roahaw,compot1
H26_20230504_184500.ogg,H26_20230504_184500,60.0,32000,1,72,480885,roahaw,22976
H84_20230516_224500.ogg,H84_20230516_224500,60.0,32000,1,72,484229,whtdov,compot1
H67_20230512_223500.ogg,H67_20230512_223500,60.0,32000,1,72,482338,whtdov,speowl1
H71_20230513_204000.ogg,H71_20230513_204000,60.0,32000,1,72,485067,roahaw,speowl1
H20_20230419_174500.ogg,H20_20230419_174500,60.0,32000,1,72,460845,whtdov,roahaw
H29_20230427_184000.ogg,H29_20230427_184000,60.0,32000,1,72,459653,compot1,speowl1
H08_20230509_054500.ogg,H08_20230509_054500,60.0,32000,1,72,465784,whtdov,butsal1
O203_20230525_081500.ogg,O203_20230525_081500,60.0,32000,1,72,486151,strowl1,babwar
H04_20230505_041500.ogg,H04_20230505_041500,60.0,32000,1,72,462001,strowl1,compot1
O201_20230502_235500.ogg,O201_20230502_235500,60.0,32000,1,72,484967,strowl1,compot1
H91_20230422_124500.ogg,H91_20230422_124500,60.0,32000,1,72,463063,whtdov,butsal1
H32_20230423_144500.ogg,H32_20230423_144500,60.0,32000,1,72,454820,compot1,amekes
H88_20230429_103000.ogg,H88_20230429_103000,60.0,32000,1,72,466357,strowl1,yercac1
H07_20230430_213500.ogg,H07_20230430_213500,60.0,32000,1,72,468270,linwoo1,roahaw
H19_20230507_014000.ogg,H19_20230507_014000,60.0,32000,1,72,491657,whtdov,compot1
H27_20230517_182500.ogg,H27_20230517_182500,60.0,32000,1,72,469891,whtdov,65448
H29_20230514_170500.ogg,H29_20230514_170500,60.0,32000,1,72,458200,strowl1,chbant1
H10_20230523_165000.ogg,H10_20230523_165000,60.0,32000,1,72,459296,compot1,grekis
H22_20230510_184500.ogg,H22_20230510_184500,60.0,32000,1,72,489902,roahaw,65448
H20_20230425_022000.ogg,H20_20230425_022000,60.0,32000,1,72,477911,strowl1,trokin
O201_20230511_201000.ogg,O201_20230511_201000,60.0,32000,1,72,489948,roahaw,compot1
H89_20230514_234500.ogg,H89_20230514_234500,60.0,32000,1,72,474875,trsowl,compot1
H77_20230423_204500.ogg,H77_20230423_204500,60.0,32000,1,72,473478,whtdov,speowl1
O201_20230429_114000.ogg,O201_20230429_114000,60.0,32000,1,72,468146,whtdov,blbwre1
H74_20230425_215000.ogg,H74_20230425_215000,60.0,32000,1,72,475317,strowl1,517119
H94_20230509_132000.ogg,H94_20230509_132000,60.0,32000,1,72,460346,compot1,whbman1
H16_20230421_100000.ogg,H16_20230421_100000,60.0,32000,1,72,468619,compau,pavpig2
O202_20230428_234500.ogg,O202_20230428_234500,60.0,32000,1,72,492704,strowl1,compot1
H91_20230507_181000.ogg,H91_20230507_181000,60.0,32000,1,72,457311,roahaw,roahaw
H20_20230420_143000.ogg,H20_20230420_143000,60.0,32000,1,72,462472,roahaw,yebela1
H89_20230425_190000.ogg,H89_20230425_190000,60.0,32000,1,72,479233,roahaw,compot1
H04_20230509_095500.ogg,H04_20230509_095500,60.0,32000,1,72,464739,linwoo1,linwoo1
H16_20230426_235500.ogg,H16_20230426_235500,60.0,32000,1,72,473422,strowl1,speowl1
H74_20230505_062000.ogg,H74_20230505_062000,60.0,32000,1,72,470736,compot1,speowl1
O203_20230512_081500.ogg,O203_20230512_081500,60.0,32000,1,72,463884,whtdov,yectyr1
H03_20230501_174500.ogg,H03_20230501_174500,60.0,32000,1,72,476848,tropar,roahaw
H17_20230515_031000.ogg,H17_20230515_031000,60.0,32000,1,72,492789,thlsch3,speowl1
H90_20230521_115500.ogg,H90_20230521_115500,60.0,32000,1,72,461351,whtdov,bobfly1
H12_20230501_103500.ogg,H12_20230501_103500,60.0,32000,1,72,458461,roahaw,speowl1
H18_20230425_170500.ogg,H18_20230425_170500,60.0,32000,1,72,457868,shghum1,speowl1
H90_20230513_074500.ogg,H90_20230513_074500,60.0,32000,1,72,459162,strowl1,wbwwre1
H78_20230509_173500.ogg,H78_20230509_173500,60.0,32000,1,72,472836,whtdov,speowl1
H73_20230430_144500.ogg,H73_20230430_144500,60.0,32000,1,72,461989,whtdov,compot1
H73_20230423_070000.ogg,H73_20230423_070000,60.0,32000,1,72,469224,roahaw,grepot1
H31_20230509_041000.ogg,H31_20230509_041000,60.0,32000,1,72,463829,whtdov,compau
H37_20230511_013500.ogg,H37_20230511_013500,60.0,32000,1,72,506861,whtdov,21211
H31_20230519_202500.ogg,H31_20230519_202500,60.0,32000,1,72,493505,whtdov,41663
H89_20230428_063000.ogg,H89_20230428_063000,60.0,32000,1,72,463878,whtdov,speowl1
O202_20230523_063000.ogg,O202_20230523_063000,60.0,32000,1,72,500855,whtdov,yebela1
H18_20230515_144000.ogg,H18_20230515_144000,60.0,32000,1,72,463174,whtdov,speowl1
H18_20230506_070500.ogg,H18_20230506_070500,60.0,32000,1,72,462770,solsan,yeofly1
H04_20230430_110500.ogg,H04_20230430_110500,60.0,32000,1,72,464303,whtdov,roahaw
H77_20230420_073500.ogg,H77_20230420_073500,60.0,32000,1,72,462845,roahaw,compau
H98_20230512_151000.ogg,H98_20230512_151000,60.0,32000,1,72,486045,roahaw,compot1
H11_20230510_060500.ogg,H11_20230510_060500,60.0,32000,1,72,474046,whtdov,purgal2
H09_20230508_030000.ogg,H09_20230508_030000,60.0,32000,1,72,482856,whtdov,speowl1
H85_20230517_235500.ogg,H85_20230517_235500,60.0,32000,1,72,477234,compau,compot1
H09_20230515_033000.ogg,H09_20230515_033000,60.0,32000,1,72,470142,roahaw,speowl1
O202_20230502_132000.ogg,O202_20230502_132000,60.0,32000,1,72,460918,whfant1,roahaw
H69_20230510_045000.ogg,H69_20230510_045000,60.0,32000,1,72,485475,roahaw,ruther1
H65_20230512_163000.ogg,H65_20230512_163000,60.0,32000,1,72,476300,roahaw,compau
H73_20230427_132500.ogg,H73_20230427_132500,60.0,32000,1,72,456610,whtdov,linwoo1
H74_20230501_020500.ogg,H74_20230501_020500,60.0,32000,1,72,488958,roahaw,compot1
H09_20230421_041500.ogg,H09_20230421_041500,60.0,32000,1,72,469413,linwoo1,compot1
H69_20230515_120500.ogg,H69_20230515_120500,60.0,32000,1,72,459970,roahaw,strowl1
H22_20230521_125500.ogg,H22_20230521_125500,60.0,32000,1,72,462170,roahaw,yercac1
H07_20230507_112500.ogg,H07_20230507_112500,60.0,32000,1,72,453672,roahaw,linwoo1
O202_20230427_193000.ogg,O202_20230427_193000,60.0,32000,1,72,488373,roahaw,compot1
H98_20230423_042500.ogg,H98_20230423_042500,60.0,32000,1,72,486804,whtdov,speowl1
H02_20230429_065000.ogg,H02_20230429_065000,60.0,32000,1,72,481565,whtdov,cotfly1
H27_20230514_142500.ogg,H27_20230514_142500,60.0,32000,1,72,455386,whtdov,whtdov
H22_20230429_001500.ogg,H22_20230429_001500,60.0,32000,1,72,469797,whtdov,21211
H19_20230423_192000.ogg,H19_20230423_192000,60.0,32000,1,72,485578,whtdov,speowl1
H83_20230427_231500.ogg,H83_20230427_231500,60.0,32000,1,72,473410,whtdov,speowl1
H16_20230429_192000.ogg,H16_20230429_192000,60.0,32000,1,72,467536,blbgra1,compot1
H73_20230502_193500.ogg,H73_20230502_193500,60.0,32000,1,72,471857,whtdov,speowl1
H8920_20230502_135000.ogg,H8920_20230502_135000,60.0,32000,1,72,467586,roahaw,socfly1
H29_20230522_030000.ogg,H29_20230522_030000,60.0,32000,1,72,473839,roahaw,speowl1
H73_20230422_030500.ogg,H73_20230422_030500,60.0,32000,1,72,486413,whtdov,compot1
H24_20230506_235500.ogg,H24_20230506_235500,60.0,32000,1,72,469851,whtdov,compot1
O203_20230514_143500.ogg,O203_20230514_143500,60.0,32000,1,72,473540,roahaw,compau
H74_20230510_190000.ogg,H74_20230510_190000,60.0,32000,1,72,488004,roahaw,speowl1
O201_20230506_214000.ogg,O201_20230506_214000,60.0,32000,1,72,479795,whtdov,compot1
H85_20230512_233000.ogg,H85_20230512_233000,60.0,32000,1,72,470966,whtdov,compot1
H65_20230504_055500.ogg,H65_20230504_055500,60.0,32000,1,72,469971,whtdov,rugdov
H95_20230501_184000.ogg,H95_20230501_184000,60.0,32000,1,72,495321,whtdov,compau
O201_20230512_011500.ogg,O201_20230512_011500,60.0,32000,1,72,480658,roahaw,speowl1
H63_20230425_231500.ogg,H63_20230425_231500,60.0,32000,1,72,489229,roahaw,compot1
H78_20230506_104500.ogg,H78_20230506_104500,60.0,32000,1,72,475066,whtdov,roahaw
H71_20230517_225500.ogg,H71_20230517_225500,60.0,32000,1,72,494639,whtdov,compot1
H95_20230501_180500.ogg,H95_20230501_180500,60.0,32000,1,72,489770,whtdov,compot1
H16_20230420_140500.ogg,H16_20230420_140500,60.0,32000,1,72,467023,whtdov,trokin
H19_20230503_135500.ogg,H19_20230503_135500,60.0,32000,1,72,474248,roahaw,wbwwre1
H09_20230519_084000.ogg,H09_20230519_084000,60.0,32000,1,72,466817,solsan,bbwduc
H92_20230516_181000.ogg,H92_20230516_181000,60.0,32000,1,72,484020,roahaw,21211
H65_20230428_141500.ogg,H65_20230428_141500,60.0,32000,1,72,466397,whtdov,roahaw
H93_20230425_032500.ogg,H93_20230425_032500,60.0,32000,1,72,512222,whtdov,grepot1
H02_20230516_022000.ogg,H02_20230516_022000,60.0,32000,1,72,480481,whtdov,speowl1
H88_20230512_102000.ogg,H88_20230512_102000,60.0,32000,1,72,465178,whtdov,wbwwre1
H17_20230505_215000.ogg,H17_20230505_215000,60.0,32000,1,72,495150,whtdov,speowl1
H85_20230503_153000.ogg,H85_20230503_153000,60.0,32000,1,72,468477,roahaw,speowl1
H12_20230422_060500.ogg,H12_20230422_060500,60.0,32000,1,72,470046,whtdov,yeofly1
H67_20230509_051000.ogg,H67_20230509_051000,60.0,32000,1,72,494156,roahaw,speowl1
H91_20230423_164000.ogg,H91_20230423_164000,60.0,32000,1,72,490014,whtdov,laufal1
H77_20230509_165500.ogg,H77_20230509_165500,60.0,32000,1,72,481392,whtdov,speowl1
H74_20230421_230000.ogg,H74_20230421_230000,60.0,32000,1,72,478857,roahaw,compot1
H69_20230424_050000.ogg,H69_20230424_050000,60.0,32000,1,72,472657,roahaw,speowl1
H09_20230515_054500.ogg,H09_20230515_054500,60.0,32000,1,72,477775,roahaw,butsal1
H89_20230501_171500.ogg,H89_20230501_171500,60.0,32000,1,72,454385,whtdov,speowl1
H14_20230510_234500.ogg,H14_20230510_234500,60.0,32000,1,72,480221,roahaw,compot1
H03_20230516_165000.ogg,H03_20230516_165000,60.0,32000,1,72,466459,roahaw,baymac
H79_20230504_213500.ogg,H79_20230504_213500,60.0,32000,1,72,494234,roahaw,compot1
H91_20230423_160500.ogg,H91_20230423_160500,60.0,32000,1,72,479893,whtdov,compau
H04_20230430_073500.ogg,H04_20230430_073500,60.0,32000,1,72,471551,roahaw,roahaw
H65_20230501_030000.ogg,H65_20230501_030000,60.0,32000,1,72,482649,whtdov,compot1
H67_20230427_215000.ogg,H67_20230427_215000,60.0,32000,1,72,482725,whtdov,compot1
H27_20230502_074000.ogg,H27_20230502_074000,60.0,32000,1,72,467704,whtdov,pirfly1
H95_20230503_063000.ogg,H95_20230503_063000,60.0,32000,1,72,476753,roahaw,littin1
O201_20230504_140500.ogg,O201_20230504_140500,60.0,32000,1,72,463192,whtdov,blbwre1
H14_20230510_230000.ogg,H14_20230510_230000,60.0,32000,1,72,481497,whtdov,littin1
H63_20230423_123000.ogg,H63_20230423_123000,60.0,32000,1,72,472733,whtdov,banana
H90_20230521_072000.ogg,H90_20230521_072000,60.0,32000,1,72,476453,whtdov,cotfly1
H8749_20230501_214500.ogg,H8749_20230501_214500,60.0,32000,1,72,479195,roahaw,speowl1
H21_20230513_220000.ogg,H21_20230513_220000,60.0,32000,1,72,473997,roahaw,compot1
H74_20230422_143500.ogg,H74_20230422_143500,60.0,32000,1,72,477254,roahaw,speowl1
H06_20230506_015000.ogg,H06_20230506_015000,60.0,32000,1,72,468104,rubsee1,gohman1
O203_20230520_234500.ogg,O203_20230520_234500,60.0,32000,1,72,486847,roahaw,speowl1
H18_20230511_065500.ogg,H18_20230511_065500,60.0,32000,1,72,462377,blbgra1,roahaw
H90_20230514_222000.ogg,H90_20230514_222000,60.0,32000,1,72,493749,rutjac1,compot1
H32_20230428_075500.ogg,H32_20230428_075500,60.0,32000,1,72,463551,whtdov,cocwoo1
H03_20230508_211000.ogg,H03_20230508_211000,60.0,32000,1,72,473555,linwoo1,compot1
H20_20230509_151500.ogg,H20_20230509_151500,60.0,32000,1,72,464871,whtdov,blbgra1
H78_20230507_123500.ogg,H78_20230507_123500,60.0,32000,1,72,458734,whtdov,roahaw
H26_20230428_231000.ogg,H26_20230428_231000,60.0,32000,1,72,505563,whtdov,22976
H02_20230421_190500.ogg,H02_20230421_190500,60.0,32000,1,72,486953,whtdov,65448
H84_20230429_212500.ogg,H84_20230429_212500,60.0,32000,1,72,478117,whtdov,compot1
H8749_20230512_224500.ogg,H8749_20230512_224500,60.0,32000,1,72,472318,48124,speowl1
H12_20230510_200500.ogg,H12_20230510_200500,60.0,32000,1,72,488064,rufmot1,compot1
H91_20230511_200500.ogg,H91_20230511_200500,60.0,32000,1,72,451560,roahaw,roahaw
H67_20230520_192000.ogg,H67_20230520_192000,60.0,32000,1,72,490329,creoro1,speowl1
H04_20230518_025000.ogg,H04_20230518_025000,60.0,32000,1,72,467315,roahaw,wbwwre1
O201_20230516_153000.ogg,O201_20230516_153000,60.0,32000,1,72,463811,roahaw,cocwoo1
H95_20230502_144000.ogg,H95_20230502_144000,60.0,32000,1,72,465893,roahaw,compau
H21_20230502_144500.ogg,H21_20230502_144500,60.0,32000,1,72,455971,roahaw,whtdov
H89_20230521_003000.ogg,H89_20230521_003000,60.0,32000,1,72,473565,roahaw,speowl1
H83_20230424_025500.ogg,H83_20230424_025500,60.0,32000,1,72,476108,roahaw,compot1
H65_20230507_222500.ogg,H65_20230507_222500,60.0,32000,1,72,480206,saffin,speowl1
O203_20230522_064500.ogg,O203_20230522_064500,60.0,32000,1,72,478047,whtdov,mastit1
H08_20230507_000000.ogg,H08_20230507_000000,60.0,32000,1,72,466707,solsan,compot1
H14_20230422_054500.ogg,H14_20230422_054500,60.0,32000,1,72,471000,roahaw,roahaw
H83_20230515_163000.ogg,H83_20230515_163000,60.0,32000,1,72,483205,whtdov,chbant1
H14_20230514_223000.ogg,H14_20230514_223000,60.0,32000,1,72,478268,roahaw,speowl1
H28_20230511_064000.ogg,H28_20230511_064000,60.0,32000,1,72,470825,roahaw,grekis
H12_20230515_234500.ogg,H12_20230515_234500,60.0,32000,1,72,485231,roahaw,compot1
H79_20230513_183000.ogg,H79_20230513_183000,60.0,32000,1,72,497416,roahaw,grepot1
H16_20230426_203500.ogg,H16_20230426_203500,60.0,32000,1,72,464075,saffin,compot1
H91_20230429_040500.ogg,H91_20230429_040500,60.0,32000,1,72,478098,roahaw,speowl1
H32_20230428_020500.ogg,H32_20230428_020500,60.0,32000,1,72,486654,whtdov,strcuc1
H88_20230516_011000.ogg,H88_20230516_011000,60.0,32000,1,72,484399,whtdov,compot1
H26_20230515_110000.ogg,H26_20230515_110000,60.0,32000,1,72,470956,whtdov,roahaw
H14_20230513_012000.ogg,H14_20230513_012000,60.0,32000,1,72,471182,whtdov,speowl1
H21_20230429_234500.ogg,H21_20230429_234500,60.0,32000,1,72,462644,roahaw,trsowl
H37_20230428_213000.ogg,H37_20230428_213000,60.0,32000,1,72,500375,whtdov,compot1
H10_20230509_054500.ogg,H10_20230509_054500,60.0,32000,1,72,469411,roahaw,trokin
H94_20230513_185500.ogg,H94_20230513_185500,60.0,32000,1,72,479358,roahaw,speowl1
H95_20230429_230500.ogg,H95_20230429_230500,60.0,32000,1,72,492846,roahaw,speowl1
H27_20230428_094000.ogg,H27_20230428_094000,60.0,32000,1,72,459244,solsan,roahaw
H88_20230429_135000.ogg,H88_20230429_135000,60.0,32000,1,72,480637,roahaw,speowl1
H65_20230420_231500.ogg,H65_20230420_231500,60.0,32000,1,72,480079,linwoo1,compot1
H03_20230423_165500.ogg,H03_20230423_165500,60.0,32000,1,72,468857,whtdov,yebela1
H95_20230425_153500.ogg,H95_20230425_153500,60.0,32000,1,72,482235,whtdov,speowl1
H30_20230425_124000.ogg,H30_20230425_124000,60.0,32000,1,72,457234,roahaw,bobfly1
H16_20230504_193500.ogg,H16_20230504_193500,60.0,32000,1,72,468540,roahaw,speowl1
H78_20230505_222000.ogg,H78_20230505_222000,60.0,32000,1,72,473840,rubsee1,65448
H83_20230517_233000.ogg,H83_20230517_233000,60.0,32000,1,72,500854,roahaw,trsowl
H17_20230503_052500.ogg,H17_20230503_052500,60.0,32000,1,72,486233,roahaw,speowl1
H67_20230508_023000.ogg,H67_20230508_023000,60.0,32000,1,72,487839,roahaw,speowl1
H24_20230502_095000.ogg,H24_20230502_095000,60.0,32000,1,72,457735,roahaw,grekis
H19_20230509_111000.ogg,H19_20230509_111000,60.0,32000,1,72,473901,roahaw,wbwwre1
H73_20230501_165500.ogg,H73_20230501_165500,60.0,32000,1,72,475462,roahaw,speowl1
H77_20230501_215500.ogg,H77_20230501_215500,60.0,32000,1,72,467181,whfant1,speowl1
H16_20230519_090500.ogg,H16_20230519_090500,60.0,32000,1,72,463851,whtdov,butsal1
H95_20230518_223000.ogg,H95_20230518_223000,60.0,32000,1,72,484018,roahaw,yeofly1
H26_20230423_181000.ogg,H26_20230423_181000,60.0,32000,1,72,492739,roahaw,22976
H99_20230509_082000.ogg,H99_20230509_082000,60.0,32000,1,72,464945,roahaw,roahaw
H27_20230504_080000.ogg,H27_20230504_080000,60.0,32000,1,72,472688,smbani,yectyr1
H88_20230513_170000.ogg,H88_20230513_170000,60.0,32000,1,72,498453,whtdov,compau
O201_20230511_080000.ogg,O201_20230511_080000,60.0,32000,1,72,467700,roahaw,speowl1
H22_20230503_235500.ogg,H22_20230503_235500,60.0,32000,1,72,473975,roahaw,compot1
H74_20230507_200500.ogg,H74_20230507_200500,60.0,32000,1,72,486729,whtdov,speowl1
H07_20230503_162500.ogg,H07_20230503_162500,60.0,32000,1,72,464003,rubsee1,whbman1
H08_20230507_055000.ogg,H08_20230507_055000,60.0,32000,1,72,465572,smbani,butsal1
H32_20230504_134500.ogg,H32_20230504_134500,60.0,32000,1,72,455754,whtdov,saffin
H24_20230505_113000.ogg,H24_20230505_113000,60.0,32000,1,72,453786,whbman1,wbwwre1
H27_20230427_184500.ogg,H27_20230427_184500,60.0,32000,1,72,474675,whtdov,compot1
H85_20230508_050500.ogg,H85_20230508_050500,60.0,32000,1,72,477349,whtdov,speowl1
H17_20230514_024500.ogg,H17_20230514_024500,60.0,32000,1,72,495633,whtdov,gretin1
H22_20230427_100000.ogg,H22_20230427_100000,60.0,32000,1,72,470520,whtdov,whtdov
O202_20230429_225500.ogg,O202_20230429_225500,60.0,32000,1,72,482806,50186,compot1
H73_20230511_222500.ogg,H73_20230511_222500,60.0,32000,1,72,474578,littin1,compot1
H11_20230506_003000.ogg,H11_20230506_003000,60.0,32000,1,72,478122,roahaw,speowl1
H90_20230512_165500.ogg,H90_20230512_165500,60.0,32000,1,72,485022,whtdov,speowl1
H32_20230427_134500.ogg,H32_20230427_134500,60.0,32000,1,72,456387,roahaw,amekes
H83_20230427_203000.ogg,H83_20230427_203000,60.0,32000,1,72,487145,roahaw,speowl1
H30_20230421_162000.ogg,H30_20230421_162000,60.0,32000,1,72,473523,roahaw,bubwre1
H12_20230427_154500.ogg,H12_20230427_154500,60.0,32000,1,72,471761,roahaw,compot1
H85_20230508_150500.ogg,H85_20230508_150500,60.0,32000,1,72,455763,roahaw,roahaw
H93_20230516_193000.ogg,H93_20230516_193000,60.0,32000,1,72,492739,roahaw,speowl1
H06_20230425_040000.ogg,H06_20230425_040000,60.0,32000,1,72,469064,whtdov,roahaw
H31_20230504_084000.ogg,H31_20230504_084000,60.0,32000,1,72,469350,roahaw,compau
H89_20230515_225500.ogg,H89_20230515_225500,60.0,32000,1,72,468099,whtdov,compot1
H99_20230520_041000.ogg,H99_20230520_041000,60.0,32000,1,72,496085,whtdov,wbwwre1
H04_20230423_012000.ogg,H04_20230423_012000,60.0,32000,1,72,472036,whtdov,compot1
H84_20230424_003500.ogg,H84_20230424_003500,60.0,32000,1,72,484464,roahaw,butsal1
H71_20230506_114000.ogg,H71_20230506_114000,60.0,32000,1,72,477147,roahaw,trokin
H19_20230421_143000.ogg,H19_20230421_143000,60.0,32000,1,72,479450,blcjay1,wbwwre1
H05_20230430_161500.ogg,H05_20230430_161500,60.0,32000,1,72,469004,whtdov,trsowl
H90_20230430_042500.ogg,H90_20230430_042500,60.0,32000,1,72,500437,whtdov,compot1
H28_20230508_025500.ogg,H28_20230508_025500,60.0,32000,1,72,469353,tropar,yeofly1
H65_20230426_123000.ogg,H65_20230426_123000,60.0,32000,1,72,466039,whtdov,blbwre1
H91_20230430_005500.ogg,H91_20230430_005500,60.0,32000,1,72,477342,whtdov,amekes
H77_20230420_141000.ogg,H77_20230420_141000,60.0,32000,1,72,474296,whtdov,bubwre1
H95_20230510_102500.ogg,H95_20230510_102500,60.0,32000,1,72,472332,trsowl,21211
H05_20230517_123000.ogg,H05_20230517_123000,60.0,32000,1,72,463120,whtdov,compot1
H29_20230520_231500.ogg,H29_20230520_231500,60.0,32000,1,72,481708,strcuc1,compot1
H29_20230515_065000.ogg,H29_20230515_065000,60.0,32000,1,72,475939,saffin,crcwoo1
H10_20230522_070500.ogg,H10_20230522_070500,60.0,32000,1,72,466084,whtdov,greibi1
H14_20230517_154000.ogg,H14_20230517_154000,60.0,32000,1,72,467207,whtdov,strcuc1
H16_20230422_195000.ogg,H16_20230422_195000,60.0,32000,1,72,485519,tropar,compau
H08_20230506_015500.ogg,H08_20230506_015500,60.0,32000,1,72,468562,saffin,speowl1
H84_20230503_122000.ogg,H84_20230503_122000,60.0,32000,1,72,470222,speowl1,compot1
H67_20230507_150500.ogg,H67_20230507_150500,60.0,32000,1,72,466540,whtdov,paltan1
H8920_20230429_222500.ogg,H8920_20230429_222500,60.0,32000,1,72,486846,whtdov,trsowl
H19_20230508_151500.ogg,H19_20230508_151500,60.0,32000,1,72,477678,strcuc1,gohman1
H18_20230506_021000.ogg,H18_20230506_021000,60.0,32000,1,72,465439,compau,21211
H17_20230511_022000.ogg,H17_20230511_022000,60.0,32000,1,72,485814,whtdov,speowl1
O201_20230504_072000.ogg,O201_20230504_072000,60.0,32000,1,72,465843,roahaw,blbwre1
H29_20230512_233500.ogg,H29_20230512_233500,60.0,32000,1,72,475732,whtdov,compot1
H8920_20230507_162000.ogg,H8920_20230507_162000,60.0,32000,1,72,481714,saffin,compot1
O203_20230516_092500.ogg,O203_20230516_092500,60.0,32000,1,72,462316,whtdov,banana
H65_20230506_233500.ogg,H65_20230506_233500,60.0,32000,1,72,481289,trsowl,speowl1
H89_20230426_001500.ogg,H89_20230426_001500,60.0,32000,1,72,468684,roahaw,compot1
H37_20230502_072000.ogg,H37_20230502_072000,60.0,32000,1,72,480647,solsan,21211
H29_20230512_184500.ogg,H29_20230512_184500,60.0,32000,1,72,474439,saffin,littin1
H30_20230522_073500.ogg,H30_20230522_073500,60.0,32000,1,72,460506,whtdov,whtdov
